"Subject","Start Date","Start Time","End Date","End Time","All day event","Description","Show time as","Location"
"הַבְדָּלָה","27/12/2025","17:25","27/12/2025","17:25","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","2/1/2026","16:31","2/1/2026","16:31","false","","4","Ashdod"
"הַבְדָּלָה","3/1/2026","17:30","3/1/2026","17:30","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","9/1/2026","16:36","9/1/2026","16:36","false","","4","Ashdod"
"הַבְדָּלָה","10/1/2026","17:35","10/1/2026","17:35","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","16/1/2026","16:42","16/1/2026","16:42","false","","4","Ashdod"
"הַבְדָּלָה","17/1/2026","17:41","17/1/2026","17:41","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","23/1/2026","16:49","23/1/2026","16:49","false","","4","Ashdod"
"הַבְדָּלָה","24/1/2026","17:47","24/1/2026","17:47","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","30/1/2026","16:55","30/1/2026","16:55","false","","4","Ashdod"
"הַבְדָּלָה","31/1/2026","17:52","31/1/2026","17:52","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","6/2/2026","17:02","6/2/2026","17:02","false","","4","Ashdod"
"הַבְדָּלָה","7/2/2026","17:58","7/2/2026","17:58","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","13/2/2026","17:08","13/2/2026","17:08","false","","4","Ashdod"
"הַבְדָּלָה","14/2/2026","18:04","14/2/2026","18:04","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","20/2/2026","17:14","20/2/2026","17:14","false","","4","Ashdod"
"הַבְדָּלָה","21/2/2026","18:09","21/2/2026","18:09","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","27/2/2026","17:19","27/2/2026","17:19","false","","4","Ashdod"
"הַבְדָּלָה","28/2/2026","18:15","28/2/2026","18:15","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","6/3/2026","17:24","6/3/2026","17:24","false","","4","Ashdod"
"הַבְדָּלָה","7/3/2026","18:20","7/3/2026","18:20","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","13/3/2026","17:29","13/3/2026","17:29","false","","4","Ashdod"
"הַבְדָּלָה","14/3/2026","18:25","14/3/2026","18:25","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","20/3/2026","17:34","20/3/2026","17:34","false","","4","Ashdod"
"הַבְדָּלָה","21/3/2026","18:30","21/3/2026","18:30","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","27/3/2026","18:39","27/3/2026","18:39","false","","4","Ashdod"
"הַבְדָּלָה","28/3/2026","19:35","28/3/2026","19:35","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","3/4/2026","18:44","3/4/2026","18:44","false","","4","Ashdod"
"הַבְדָּלָה","4/4/2026","19:40","4/4/2026","19:40","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","10/4/2026","18:48","10/4/2026","18:48","false","","4","Ashdod"
"הַבְדָּלָה","11/4/2026","19:45","11/4/2026","19:45","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","17/4/2026","18:53","17/4/2026","18:53","false","","4","Ashdod"
"הַבְדָּלָה","18/4/2026","19:50","18/4/2026","19:50","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","24/4/2026","18:58","24/4/2026","18:58","false","","4","Ashdod"
"הַבְדָּלָה","25/4/2026","19:55","25/4/2026","19:55","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","1/5/2026","19:03","1/5/2026","19:03","false","","4","Ashdod"
"הַבְדָּלָה","2/5/2026","20:01","2/5/2026","20:01","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","8/5/2026","19:08","8/5/2026","19:08","false","","4","Ashdod"
"הַבְדָּלָה","9/5/2026","20:07","9/5/2026","20:07","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","15/5/2026","19:13","15/5/2026","19:13","false","","4","Ashdod"
"הַבְדָּלָה","16/5/2026","20:12","16/5/2026","20:12","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","22/5/2026","19:17","22/5/2026","19:17","false","","4","Ashdod"
"הַבְדָּלָה","23/5/2026","20:17","23/5/2026","20:17","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","29/5/2026","19:22","29/5/2026","19:22","false","","4","Ashdod"
"הַבְדָּלָה","30/5/2026","20:22","30/5/2026","20:22","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","5/6/2026","19:26","5/6/2026","19:26","false","","4","Ashdod"
"הַבְדָּלָה","6/6/2026","20:27","6/6/2026","20:27","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","12/6/2026","19:29","12/6/2026","19:29","false","","4","Ashdod"
"הַבְדָּלָה","13/6/2026","20:30","13/6/2026","20:30","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","19/6/2026","19:31","19/6/2026","19:31","false","","4","Ashdod"
"הַבְדָּלָה","20/6/2026","20:32","20/6/2026","20:32","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","26/6/2026","19:32","26/6/2026","19:32","false","","4","Ashdod"
"הַבְדָּלָה","27/6/2026","20:33","27/6/2026","20:33","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","3/7/2026","19:32","3/7/2026","19:32","false","","4","Ashdod"
"הַבְדָּלָה","4/7/2026","20:33","4/7/2026","20:33","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","10/7/2026","19:31","10/7/2026","19:31","false","","4","Ashdod"
"הַבְדָּלָה","11/7/2026","20:31","11/7/2026","20:31","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","17/7/2026","19:29","17/7/2026","19:29","false","","4","Ashdod"
"הַבְדָּלָה","18/7/2026","20:28","18/7/2026","20:28","false","","4","Ashdod"
"תחילת הַצוֹם","22/7/2026","19:45","22/7/2026","19:45","false","עֶרֶב תִּשְׁעָה בְּאָב","4","Ashdod"
"סִיּוּם הַצוֹם","23/7/2026","20:17","23/7/2026","20:17","false","תִּשְׁעָה בְּאָב","4","Ashdod"
"הַדְלָקַת נֵרוֹת","24/7/2026","19:25","24/7/2026","19:25","false","","4","Ashdod"
"הַבְדָּלָה","25/7/2026","20:23","25/7/2026","20:23","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","31/7/2026","19:20","31/7/2026","19:20","false","","4","Ashdod"
"הַבְדָּלָה","1/8/2026","20:18","1/8/2026","20:18","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","7/8/2026","19:15","7/8/2026","19:15","false","","4","Ashdod"
"הַבְדָּלָה","8/8/2026","20:11","8/8/2026","20:11","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","14/8/2026","19:08","14/8/2026","19:08","false","","4","Ashdod"
"הַבְדָּלָה","15/8/2026","20:04","15/8/2026","20:04","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","21/8/2026","19:00","21/8/2026","19:00","false","","4","Ashdod"
"הַבְדָּלָה","22/8/2026","19:55","22/8/2026","19:55","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","28/8/2026","18:52","28/8/2026","18:52","false","","4","Ashdod"
"הַבְדָּלָה","29/8/2026","19:46","29/8/2026","19:46","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","4/9/2026","18:43","4/9/2026","18:43","false","","4","Ashdod"
"הַבְדָּלָה","5/9/2026","19:37","5/9/2026","19:37","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","11/9/2026","18:34","11/9/2026","18:34","false","","4","Ashdod"
"הַבְדָּלָה","12/9/2026","19:28","12/9/2026","19:28","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","18/9/2026","18:25","18/9/2026","18:25","false","","4","Ashdod"
"הַבְדָּלָה","19/9/2026","19:18","19/9/2026","19:18","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","25/9/2026","18:16","25/9/2026","18:16","false","","4","Ashdod"
"הַבְדָּלָה","26/9/2026","19:09","26/9/2026","19:09","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","2/10/2026","18:07","2/10/2026","18:07","false","","4","Ashdod"
"הַבְדָּלָה","3/10/2026","19:00","3/10/2026","19:00","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","9/10/2026","17:58","9/10/2026","17:58","false","","4","Ashdod"
"הַבְדָּלָה","10/10/2026","18:52","10/10/2026","18:52","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","16/10/2026","17:50","16/10/2026","17:50","false","","4","Ashdod"
"הַבְדָּלָה","17/10/2026","18:44","17/10/2026","18:44","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","23/10/2026","17:42","23/10/2026","17:42","false","","4","Ashdod"
"הַבְדָּלָה","24/10/2026","18:36","24/10/2026","18:36","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","30/10/2026","16:35","30/10/2026","16:35","false","","4","Ashdod"
"הַבְדָּלָה","31/10/2026","17:30","31/10/2026","17:30","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","6/11/2026","16:29","6/11/2026","16:29","false","","4","Ashdod"
"הַבְדָּלָה","7/11/2026","17:25","7/11/2026","17:25","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","13/11/2026","16:25","13/11/2026","16:25","false","","4","Ashdod"
"הַבְדָּלָה","14/11/2026","17:21","14/11/2026","17:21","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","20/11/2026","16:21","20/11/2026","16:21","false","","4","Ashdod"
"הַבְדָּלָה","21/11/2026","17:18","21/11/2026","17:18","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","27/11/2026","16:19","27/11/2026","16:19","false","","4","Ashdod"
"הַבְדָּלָה","28/11/2026","17:17","28/11/2026","17:17","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","4/12/2026","16:19","4/12/2026","16:19","false","","4","Ashdod"
"הַבְדָּלָה","5/12/2026","17:17","5/12/2026","17:17","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","11/12/2026","16:20","11/12/2026","16:20","false","","4","Ashdod"
"הַבְדָּלָה","12/12/2026","17:18","12/12/2026","17:18","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","18/12/2026","16:22","18/12/2026","16:22","false","","4","Ashdod"
"הַבְדָּלָה","19/12/2026","17:20","19/12/2026","17:20","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","25/12/2026","16:25","25/12/2026","16:25","false","","4","Ashdod"
"הַבְדָּלָה","26/12/2026","17:24","26/12/2026","17:24","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","1/1/2027","16:30","1/1/2027","16:30","false","","4","Ashdod"
"הַבְדָּלָה","2/1/2027","17:29","2/1/2027","17:29","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","8/1/2027","16:35","8/1/2027","16:35","false","","4","Ashdod"
"הַבְדָּלָה","9/1/2027","17:34","9/1/2027","17:34","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","15/1/2027","16:41","15/1/2027","16:41","false","","4","Ashdod"
"הַבְדָּלָה","16/1/2027","17:40","16/1/2027","17:40","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","22/1/2027","16:48","22/1/2027","16:48","false","","4","Ashdod"
"הַבְדָּלָה","23/1/2027","17:45","23/1/2027","17:45","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","29/1/2027","16:54","29/1/2027","16:54","false","","4","Ashdod"
"הַבְדָּלָה","30/1/2027","17:51","30/1/2027","17:51","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","5/2/2027","17:00","5/2/2027","17:00","false","","4","Ashdod"
"הַבְדָּלָה","6/2/2027","17:57","6/2/2027","17:57","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","12/2/2027","17:07","12/2/2027","17:07","false","","4","Ashdod"
"הַבְדָּלָה","13/2/2027","18:03","13/2/2027","18:03","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","19/2/2027","17:13","19/2/2027","17:13","false","","4","Ashdod"
"הַבְדָּלָה","20/2/2027","18:09","20/2/2027","18:09","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","26/2/2027","17:18","26/2/2027","17:18","false","","4","Ashdod"
"הַבְדָּלָה","27/2/2027","18:14","27/2/2027","18:14","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","5/3/2027","17:23","5/3/2027","17:23","false","","4","Ashdod"
"הַבְדָּלָה","6/3/2027","18:19","6/3/2027","18:19","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","12/3/2027","17:29","12/3/2027","17:29","false","","4","Ashdod"
"הַבְדָּלָה","13/3/2027","18:24","13/3/2027","18:24","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","19/3/2027","17:33","19/3/2027","17:33","false","","4","Ashdod"
"הַבְדָּלָה","20/3/2027","18:29","20/3/2027","18:29","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","26/3/2027","18:38","26/3/2027","18:38","false","","4","Ashdod"
"הַבְדָּלָה","27/3/2027","19:34","27/3/2027","19:34","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","2/4/2027","18:43","2/4/2027","18:43","false","","4","Ashdod"
"הַבְדָּלָה","3/4/2027","19:39","3/4/2027","19:39","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","9/4/2027","18:48","9/4/2027","18:48","false","","4","Ashdod"
"הַבְדָּלָה","10/4/2027","19:44","10/4/2027","19:44","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","16/4/2027","18:52","16/4/2027","18:52","false","","4","Ashdod"
"הַבְדָּלָה","17/4/2027","19:49","17/4/2027","19:49","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","23/4/2027","18:57","23/4/2027","18:57","false","","4","Ashdod"
"הַבְדָּלָה","24/4/2027","19:54","24/4/2027","19:54","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","30/4/2027","19:02","30/4/2027","19:02","false","","4","Ashdod"
"הַבְדָּלָה","1/5/2027","20:00","1/5/2027","20:00","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","7/5/2027","19:07","7/5/2027","19:07","false","","4","Ashdod"
"הַבְדָּלָה","8/5/2027","20:06","8/5/2027","20:06","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","14/5/2027","19:12","14/5/2027","19:12","false","","4","Ashdod"
"הַבְדָּלָה","15/5/2027","20:11","15/5/2027","20:11","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","21/5/2027","19:17","21/5/2027","19:17","false","","4","Ashdod"
"הַבְדָּלָה","22/5/2027","20:17","22/5/2027","20:17","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","28/5/2027","19:21","28/5/2027","19:21","false","","4","Ashdod"
"הַבְדָּלָה","29/5/2027","20:22","29/5/2027","20:22","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","4/6/2027","19:25","4/6/2027","19:25","false","","4","Ashdod"
"הַבְדָּלָה","5/6/2027","20:26","5/6/2027","20:26","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","11/6/2027","19:28","11/6/2027","19:28","false","","4","Ashdod"
"הַבְדָּלָה","12/6/2027","20:29","12/6/2027","20:29","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","18/6/2027","19:31","18/6/2027","19:31","false","","4","Ashdod"
"הַבְדָּלָה","19/6/2027","20:32","19/6/2027","20:32","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","25/6/2027","19:32","25/6/2027","19:32","false","","4","Ashdod"
"הַבְדָּלָה","26/6/2027","20:33","26/6/2027","20:33","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","2/7/2027","19:32","2/7/2027","19:32","false","","4","Ashdod"
"הַבְדָּלָה","3/7/2027","20:33","3/7/2027","20:33","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","9/7/2027","19:32","9/7/2027","19:32","false","","4","Ashdod"
"הַבְדָּלָה","10/7/2027","20:31","10/7/2027","20:31","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","16/7/2027","19:29","16/7/2027","19:29","false","","4","Ashdod"
"הַבְדָּלָה","17/7/2027","20:28","17/7/2027","20:28","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","23/7/2027","19:26","23/7/2027","19:26","false","","4","Ashdod"
"הַבְדָּלָה","24/7/2027","20:24","24/7/2027","20:24","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","30/7/2027","19:21","30/7/2027","19:21","false","","4","Ashdod"
"הַבְדָּלָה","31/7/2027","20:19","31/7/2027","20:19","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","6/8/2027","19:16","6/8/2027","19:16","false","","4","Ashdod"
"הַבְדָּלָה","7/8/2027","20:12","7/8/2027","20:12","false","","4","Ashdod"
"תחילת הַצוֹם","11/8/2027","19:30","11/8/2027","19:30","false","עֶרֶב תִּשְׁעָה בְּאָב","4","Ashdod"
"סִיּוּם הַצוֹם","12/8/2027","20:00","12/8/2027","20:00","false","תִּשְׁעָה בְּאָב","4","Ashdod"
"הַדְלָקַת נֵרוֹת","13/8/2027","19:09","13/8/2027","19:09","false","","4","Ashdod"
"הַבְדָּלָה","14/8/2027","20:05","14/8/2027","20:05","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","20/8/2027","19:02","20/8/2027","19:02","false","","4","Ashdod"
"הַבְדָּלָה","21/8/2027","19:57","21/8/2027","19:57","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","27/8/2027","18:54","27/8/2027","18:54","false","","4","Ashdod"
"הַבְדָּלָה","28/8/2027","19:48","28/8/2027","19:48","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","3/9/2027","18:45","3/9/2027","18:45","false","","4","Ashdod"
"הַבְדָּלָה","4/9/2027","19:39","4/9/2027","19:39","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","10/9/2027","18:36","10/9/2027","18:36","false","","4","Ashdod"
"הַבְדָּלָה","11/9/2027","19:30","11/9/2027","19:30","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","17/9/2027","18:27","17/9/2027","18:27","false","","4","Ashdod"
"הַבְדָּלָה","18/9/2027","19:20","18/9/2027","19:20","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","24/9/2027","18:18","24/9/2027","18:18","false","","4","Ashdod"
"הַבְדָּלָה","25/9/2027","19:11","25/9/2027","19:11","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","1/10/2027","18:08","1/10/2027","18:08","false","","4","Ashdod"
"הַבְדָּלָה","2/10/2027","19:02","2/10/2027","19:02","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","8/10/2027","18:00","8/10/2027","18:00","false","","4","Ashdod"
"הַבְדָּלָה","9/10/2027","18:53","9/10/2027","18:53","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","15/10/2027","17:51","15/10/2027","17:51","false","","4","Ashdod"
"הַבְדָּלָה","16/10/2027","18:45","16/10/2027","18:45","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","22/10/2027","17:43","22/10/2027","17:43","false","","4","Ashdod"
"הַבְדָּלָה","23/10/2027","18:38","23/10/2027","18:38","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","29/10/2027","17:36","29/10/2027","17:36","false","","4","Ashdod"
"הַבְדָּלָה","30/10/2027","18:31","30/10/2027","18:31","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","5/11/2027","16:30","5/11/2027","16:30","false","","4","Ashdod"
"הַבְדָּלָה","6/11/2027","17:26","6/11/2027","17:26","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","12/11/2027","16:25","12/11/2027","16:25","false","","4","Ashdod"
"הַבְדָּלָה","13/11/2027","17:21","13/11/2027","17:21","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","19/11/2027","16:22","19/11/2027","16:22","false","","4","Ashdod"
"הַבְדָּלָה","20/11/2027","17:18","20/11/2027","17:18","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","26/11/2027","16:19","26/11/2027","16:19","false","","4","Ashdod"
"הַבְדָּלָה","27/11/2027","17:17","27/11/2027","17:17","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","3/12/2027","16:19","3/12/2027","16:19","false","","4","Ashdod"
"הַבְדָּלָה","4/12/2027","17:16","4/12/2027","17:16","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","10/12/2027","16:19","10/12/2027","16:19","false","","4","Ashdod"
"הַבְדָּלָה","11/12/2027","17:18","11/12/2027","17:18","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","17/12/2027","16:21","17/12/2027","16:21","false","","4","Ashdod"
"הַבְדָּלָה","18/12/2027","17:20","18/12/2027","17:20","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","24/12/2027","16:25","24/12/2027","16:25","false","","4","Ashdod"
"הַבְדָּלָה","25/12/2027","17:23","25/12/2027","17:23","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","31/12/2027","16:29","31/12/2027","16:29","false","","4","Ashdod"
